,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
993,Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,153800,77,0.673,0.188,0.649,0.0,0.122,-8.433,0.196,153.075,4
994,Somebody That I Used To Know,Making Mirrors,Gotye,2011-01-01,244973,76,0.864,0.591,0.495,0.000133,0.0992,-7.036,0.037,129.062,4
995,Unforgettable,Life Changes,Thomas Rhett,2017-09-08,157080,69,0.661,0.0303,0.75,0.000132,0.0849,-5.497,0.0314,130.077,4
996,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,81,0.578,0.00701,0.866,0.0,0.257,-3.804,0.0619,128.038,4
997,Under the Milky Way,Acoustic Chill,Various Artists,2021-08-06,214893,0,0.5,0.0724,0.591,0.064,0.16,-9.381,0.0276,140.902,4
998,"thank u, next","thank u, next",Ariana Grande,2019-02-08,207320,82,0.717,0.229,0.653,0.0,0.101,-5.634,0.0658,106.966,4
999,Unbothered,STOKELEY,Ski Mask The Slump God,2018-11-30,138426,72,0.884,0.222,0.445,0.0,0.112,-10.58,0.418,125.008,4
1000,Yonaguni,Yonaguni,Bad Bunny,2021-06-04,206710,96,0.644,0.276,0.648,0.0,0.135,-4.601,0.118,179.951,4
1001,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,88,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
1002,Yellow,Parachutes,Coldplay,2000-07-10,266773,85,0.429,0.00239,0.661,0.000121,0.234,-7.227,0.0281,173.372,4
1003,You Right,Planet Her,Doja Cat,2021-06-25,186173,89,0.828,0.0164,0.621,0.00233,0.0845,-6.414,0.0565,128.986,4
1004,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,198081,95,0.677,0.321,0.696,0.0,0.42,-6.181,0.119,90.03,4
1005,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4
1006,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,2021-05-14,218801,83,0.597,0.0622,0.587,0.0,0.214,-7.026,0.137,140.021,4
1007,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-11,207333,77,0.715,0.0525,0.655,0.0,0.115,-6.425,0.137,95.078,4
1008,YKWIM?,Bipolar,Yot Club,2019-05-31,212750,81,0.372,0.937,0.537,0.873,0.287,-7.623,0.0305,123.735,3
1009,Martin & Gina,THE GOAT,Polo G,2020-05-15,132832,85,0.832,0.345,0.534,0.0,0.165,-7.813,0.253,93.924,4
1010,Yummy,Family Pool Party,Various Artists,2021-08-11,208520,0,0.677,0.345,0.506,0.0,0.118,-6.652,0.0964,145.843,4
1011,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,121572,85,0.493,0.269,0.653,0.0,0.511,-5.666,0.0466,142.347,4
1012,You Belong With Me,Fearless,Taylor Swift,2008-11-11,231133,68,0.687,0.162,0.783,1.35e-05,0.114,-4.44,0.0386,129.964,4
1013,Your Power,Happier Than Ever,Billie Eilish,2021-07-30,245896,79,0.632,0.932,0.284,0.000476,0.233,-14.025,0.0801,129.642,4
1014,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,236524,83,0.477,0.000866,0.727,0.0,0.108,-4.053,0.286,150.062,4
1015,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,2004-03-23,250373,81,0.894,0.0183,0.791,0.0,0.0388,-4.699,0.112,105.018,4
1016,Yo Te Lo Dije,Reggaetón Eterno,Various Artists,2021-08-06,220853,0,0.823,0.0856,0.614,0.0,0.258,-5.809,0.069,87.977,4
1017,p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,2021-05-14,218210,82,0.861,0.104,0.656,0.0,0.0986,-7.867,0.425,88.967,4
1018,Your New Boyfriend,Your New Boyfriend,Wilbur Soot,2020-12-11,239667,77,0.546,0.382,0.453,3.9e-05,0.106,-13.04,0.121,104.532,4
1019,NOT SOBER (feat. Polo G & Stunna Gambino),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,216000,84,0.671,0.0928,0.639,0.0,0.0941,-6.852,0.134,119.82,5
1020,Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-29,172127,78,0.86,0.021,0.758,6.54e-05,0.344,-5.16,0.0695,97.014,4
1021,you should see me in a crown,Badass Females,Various Artists,2021-08-08,180566,0,0.683,0.519,0.534,0.247,0.148,-10.348,0.189,150.469,4
1022,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,2021-05-13,224042,84,0.792,0.116,0.707,0.0,0.12,-5.218,0.0623,134.997,4
1023,Yes Indeed,Harder Than Ever,Lil Baby,2018-05-18,142273,78,0.963,0.0355,0.346,0.0,0.108,-9.309,0.53,119.957,4
1024,Ramen & OJ,Ramen & OJ,Joyner Lucas,2021-04-30,218447,81,0.597,0.492,0.571,0.0,0.093,-6.205,0.293,106.196,3
1025,You’re Mines Still (feat. Drake),You’re Mines Still (feat. Drake),Yung Bleu,2020-10-15,226220,76,0.575,0.317,0.609,0.0,0.105,-4.88,0.121,83.004,4
1026,You,You,Regard,2021-04-16,233386,83,0.691,0.0592,0.695,0.0,0.0647,-5.6,0.0367,106.064,4
1027,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,2021-04-27,168030,86,0.39,0.0021,0.83,0.0,0.156,-5.201,0.0563,90.021,4
1028,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,79,0.799,0.199,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4
1029,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,84,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
1030,Young And Beautiful,Young And Beautiful,Lana Del Rey,2013-01-01,236053,76,0.324,0.262,0.416,3.69e-05,0.11,-8.92,0.0368,113.986,4
1031,Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,82,0.625,0.0172,0.814,0.0,0.158,-5.181,0.0657,144.991,4
1032,You Should Probably Leave,Starting Over,Chris Stapleton,2020-11-13,213493,75,0.602,0.268,0.477,3.1e-05,0.173,-8.425,0.032,183.89,4
1033,Headshot (feat. Polo G & Fivio Foreign),Destined 2 Win,Lil Tjay,2021-04-02,144349,81,0.808,0.0802,0.639,0.0,0.15,-7.266,0.279,118.0,4
1034,Young,Vibes,Vacations,2016-12-09,189160,79,0.498,0.00392,0.81,0.00717,0.0635,-4.065,0.0263,79.935,4
1035,Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,2021-04-02,232048,81,0.88,0.415,0.575,0.0,0.109,-6.091,0.163,120.031,4
1036,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,2008-06-17,177826,78,0.55,0.00428,0.917,0.0,0.197,-3.159,0.0638,126.115,4
1037,Peaches (feat. Daniel Caesar & Giveon),"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,196373,0,0.688,0.389,0.671,0.0,0.606,-6.236,0.0916,89.928,4
1038,Your Love (9PM),Your Love (9PM),ATB,2021-01-15,150052,88,0.669,0.194,0.784,6.28e-06,0.115,-5.603,0.112,125.993,4
1039,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,146419,80,0.827,0.0195,0.571,0.0,0.166,-7.949,0.366,142.034,4
1040,No Return (with The Kid LAROI & Lil Durk),Hall of Fame,Polo G,2021-06-11,168728,80,0.479,0.135,0.645,0.0,0.0825,-7.336,0.302,155.057,4
1041,You Shook Me All Night Long,Back In Black,AC/DC,1980-07-25,210173,79,0.532,0.00287,0.767,0.000513,0.39,-5.509,0.0574,127.361,4
1042,Bad Habits,Bad Habits,Ed Sheeran,2021-06-25,231041,98,0.808,0.0469,0.897,3.14e-05,0.364,-3.712,0.0348,126.026,4
1043,YEAH RIGHT,BALLADS 1,Joji,2018-10-26,174357,78,0.672,0.619,0.588,0.241,0.0992,-9.573,0.133,169.033,4
1044,Ric Flair Drip (& Metro Boomin),Without Warning,21 Savage,2017-10-30,172800,81,0.88,0.149,0.428,5.07e-05,0.114,-8.28,0.206,100.007,4
1045,You Need To Calm Down,Lover,Taylor Swift,2019-08-23,171360,78,0.771,0.00929,0.671,0.0,0.0637,-5.617,0.0553,85.026,4
1046,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,242096,92,0.586,0.182,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
1047,You Make My Dreams (Come True),Voices,Daryl Hall & John Oates,1980,190626,77,0.751,0.234,0.501,0.112,0.0467,-12.151,0.0551,167.057,4
1048,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-05-20,183725,89,0.595,0.216,0.784,0.0,0.0608,-4.878,0.102,124.111,4
1049,You Got It,For You,Vedo,2020-03-27,203144,78,0.762,0.143,0.433,0.0,0.118,-8.937,0.187,122.074,4
1050,ZEZE (feat. Travis Scott & Offset),Dying to Live,Kodak Black,2018-12-14,228759,78,0.861,0.0521,0.603,0.0,0.0924,-5.788,0.176,98.043,4
1051,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,78,0.8,0.264,0.585,0.0,0.153,-7.343,0.0924,126.058,4
1052,Zombie,Zombie,Bad Wolves,2018-01-19,254805,69,0.448,0.00756,0.826,0.0,0.117,-3.244,0.0319,77.093,4
1053,Zombie,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,1994-10-03,306440,79,0.309,0.0158,0.649,0.00591,0.367,-8.994,0.035,166.915,4
1054,ZITTI E BUONI,Teatro d'ira - Vol. I,Måneskin,2021-03-19,194786,87,0.625,0.00138,0.939,0.0,0.424,-3.115,0.0669,102.999,4
1055,Chicken Fried,The Foundation,Zac Brown Band,2008-11-17,238146,78,0.566,0.645,0.713,0.0,0.114,-4.25,0.0417,169.864,4
1056,Zanzibar,52nd Street,Billy Joel,1978-10-13,310760,65,0.589,0.271,0.46,4.95e-05,0.224,-14.54,0.0511,148.172,4
1057,Zooted Freestyle,Hall of Fame,Polo G,2021-06-11,132726,68,0.709,0.139,0.598,1.29e-06,0.117,-7.655,0.391,81.04,4
1058,Gangsta Zone,Radar Latino,Various Artists,2021-08-06,213000,0,0.655,0.0321,0.879,6.97e-06,0.0679,-4.743,0.235,184.027,4
1059,Zodiac Killer,Zodiac Killer,Khalil?,2020-07-24,124390,67,0.876,0.52,0.267,0.0,0.158,-14.94,0.352,125.041,4
1060,Gangsta Zone,Tumbao Latino,Various Artists,2021-08-06,213000,0,0.655,0.0321,0.879,6.97e-06,0.0679,-4.743,0.235,184.027,4
1061,Zim Zimma,Evolution,Joyner Lucas,2020-10-23,239702,67,0.883,0.0871,0.621,0.0,0.499,-6.063,0.212,149.052,4
1062,ZAZA,ZAZA,6ix9ine,2021-02-19,115673,63,0.764,0.324,0.725,0.0,0.0816,-4.192,0.366,175.985,4
1063,Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-06-24,236133,76,0.646,0.00249,0.77,0.0,0.0715,-6.596,0.226,99.165,4
1064,Zoo York (feat. Fivio Foreign & Pop Smoke),State of Emergency,Lil Tjay,2020-05-08,214825,70,0.565,0.0352,0.569,8.81e-06,0.106,-6.084,0.379,92.466,5
1065,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,82,0.621,0.0522,0.601,0.0,0.46,-5.616,0.148,116.735,5
1066,Z Look Jamaican,Haitian Boy Kodak,Kodak Black,2021-05-14,156112,66,0.953,0.0381,0.466,0.0,0.0916,-6.297,0.0572,123.044,4
1067,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,219333,80,0.789,0.127,0.858,0.0,0.349,-5.542,0.311,140.022,4
1068,Zumba,Rumbón a la Colombiana,Various Artists,2021-08-06,263973,0,0.718,0.00175,0.891,0.0146,0.138,-3.494,0.0404,124.981,4
1069,Crazy Rap (Colt 45 & 2 Zig Zags),The Good Times,Afroman,2001-08-28,328666,71,0.927,0.325,0.367,0.0,0.132,-7.797,0.382,99.053,4
1070,Z4L (with Bari & Jay2),NOIR,Smino,2018-11-08,162590,64,0.822,0.0779,0.503,0.0,0.161,-6.889,0.285,71.524,4
1071,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,2021-04-22,278085,85,0.883,0.21,0.674,0.0,0.0678,-8.043,0.357,141.02,4
1072,Zack And Codeine,beerbongs & bentleys,Post Malone,2018-04-27,204360,66,0.738,0.15,0.824,0.0,0.132,-5.165,0.0437,138.039,4
1073,The Middle,The Middle,Zedd,2018-01-23,184732,81,0.753,0.171,0.657,0.0,0.112,-3.061,0.0449,107.01,4
1074,Zavodila,Friday Night Funkin': Mid-Fight Masses Original Soundtrack,Mike Geno,2021-03-24,138161,68,0.639,0.00959,0.82,0.693,0.0884,-7.175,0.0352,131.995,4
1075,Knee Deep (feat. Jimmy Buffett),You Get What You Give (Deluxe),Zac Brown Band,2010-09-20,203173,74,0.715,0.432,0.584,1.41e-06,0.095,-8.231,0.0296,90.99,4
1076,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Origins (Deluxe),Imagine Dragons,2018-11-09,210933,69,0.634,0.000479,0.662,0.00142,0.111,-7.543,0.0325,90.011,4
1077,Toxic,In The Zone,Britney Spears,2003-11-13,198800,81,0.774,0.0249,0.838,0.025,0.242,-3.914,0.114,143.04,4
1078,Toes,The Foundation,Zac Brown Band,2008-11-17,262773,73,0.8,0.655,0.759,0.0,0.0897,-5.398,0.0378,129.979,4
1079,ZTFO,Detroit 2,Big Sean,2020-09-04,136461,62,0.72,0.0514,0.542,3.5e-06,0.136,-7.583,0.0482,74.977,4
1080,you were good to me,brent,Jeremy Zucker,2019-05-03,219146,78,0.561,0.913,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,4
1081,Zero - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,160173,63,0.438,3.49e-05,0.728,0.57,0.0509,-7.105,0.0458,128.04,4
1082,Zero To Hero,Hercules (Original Motion Picture Soundtrack),Various Artists,1997-01-01,140573,60,0.474,0.493,0.82,0.0,0.0978,-7.699,0.243,164.718,4
1083,Zeus (feat. White Gold),Music To Be Murdered By - Side B (Deluxe Edition),Eminem,2020-12-18,230398,65,0.783,0.159,0.586,0.0,0.389,-8.068,0.204,177.024,4
1084,ZAZA,ZAZA,Stunna Gambino,2021-07-29,155427,58,0.795,0.219,0.66,6.04e-06,0.174,-7.605,0.121,132.959,4
1085,Ride the Lightning (717 Tapes),Ride the Lightning (717 Tapes),Warren Zeiders,2021-06-25,186458,72,0.563,0.749,0.48,7.59e-05,0.0944,-6.349,0.0336,78.847,4
1086,Zinnias,Sling,Clairo,2021-07-16,174765,62,0.695,0.67,0.415,0.0111,0.378,-13.489,0.0603,145.982,4
1087,Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,2021-06-25,295038,78,0.457,0.62,0.495,0.000228,0.109,-6.044,0.0797,79.513,4
1088,"Danger Zone - From ""Top Gun"" Original Soundtrack","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Kenny Loggins,1997-03-25,215133,72,0.544,0.241,0.897,0.0,0.13,-6.056,0.0471,157.17,4
1089,Ziplock,Ziplock / Rich Don't Stop,Saba,2021-03-18,198960,60,0.878,0.103,0.441,0.0,0.102,-8.864,0.0778,115.051,4
1090,Heading South,Heading South,Zach Bryan,2019-09-30,171692,71,0.68,0.783,0.246,0.0,0.106,-14.112,0.058,110.23,4
1091,Z71,Z71,Sean Stemaly,2021-07-30,171294,57,0.503,0.00287,0.879,6.38e-06,0.0581,-4.82,0.03,132.04,4
1092,Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,276920,79,0.491,0.0295,0.956,0.0,0.46,-1.538,0.392,173.585,4
1093,Immigrant Song - Remaster,Led Zeppelin III (Remaster),Led Zeppelin,1970,146250,77,0.564,0.013,0.932,0.169,0.349,-10.068,0.0554,112.937,4
1094,Zendaya (feat. J. Cole),Effected,Cozz,2018-02-13,258165,58,0.605,0.171,0.887,0.0,0.151,-3.108,0.385,158.274,4
1095,Dragula,Hellbilly Deluxe,Rob Zombie,1998-01-01,222826,73,0.591,8.74e-05,0.963,0.000107,0.0781,-6.489,0.0531,125.03,4
1096,Zack & Cody (feat. DDG),Zack & Cody (feat. DDG),2KBABY,2021-07-16,145500,58,0.833,0.06,0.765,0.0,0.128,-5.654,0.0938,160.112,4
1097,Monster,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,378893,71,0.628,0.00244,0.692,0.0129,0.668,-5.64,0.202,124.887,5
1098,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,77,0.773,0.836,0.437,2.42e-05,0.544,-8.281,0.0963,103.861,4
1099,Stairway to Heaven - Remaster,Led Zeppelin IV (Deluxe Edition),Led Zeppelin,1971-11-08,482830,79,0.338,0.58,0.34,0.0032,0.116,-12.049,0.0339,82.433,4
1100,Qué Más Pues?,Qué Más Pues?,J Balvin,2021-05-28,217773,95,0.891,0.0261,0.819,0.000354,0.173,-3.964,0.106,101.968,4
1101,Questions,Faith (Deluxe),Pop Smoke,2021-07-31,145000,47,0.65,0.498,0.732,0.0,0.0557,-7.754,0.226,95.928,4
1102,Qué Más Pues?,ESTATE 2021 HITS,Various Artists,2021-08-06,217773,0,0.891,0.0261,0.819,0.000354,0.173,-3.964,0.106,101.968,4
1103,Quicksand,Street Sermons,Morray,2021-04-28,224933,71,0.901,0.0807,0.656,0.0,0.181,-7.452,0.277,119.956,4
1104,I Quit Drinking,I Quit Drinking,Kelsea Ballerini,2021-06-09,171200,80,0.607,0.394,0.418,0.0,0.182,-6.997,0.0363,95.002,4
1105,Que Calor (feat. J Balvin & El Alfa),Que Calor (feat. J Balvin & El Alfa),Major Lazer,2019-09-11,169997,65,0.795,0.0375,0.885,0.00638,0.292,-4.13,0.0713,126.037,4
1106,Que Esta Pasando,Que Esta Pasando,Fuerza Regida,2021-04-30,162475,76,0.566,0.579,0.709,0.0,0.14,-2.86,0.0455,104.971,1
1107,QUE PRETENDES,OASIS,J Balvin,2019-06-28,222346,77,0.639,0.0275,0.791,0.0,0.362,-4.443,0.253,92.603,4
1108,Kings & Queens,Heaven & Hell,Ava Max,2020-09-18,162398,82,0.637,0.00786,0.69,0.0,0.124,-4.057,0.0405,129.857,4
1109,Qué Maldición,Qué Maldición,Banda MS de Sergio Lizárraga,2020-05-01,203360,69,0.755,0.213,0.531,0.0,0.13,-8.051,0.196,177.951,4
1110,queen of broken hearts,everything means nothing,blackbear,2020-08-21,171171,71,0.717,0.00663,0.712,0.0,0.0756,-6.098,0.0765,97.019,4
1111,Back Door (feat. Quavo & Kodak Black),Faith (Deluxe),Pop Smoke,2021-07-31,243000,46,0.695,0.0698,0.722,3.72e-06,0.17,-7.588,0.0452,160.015,4
1112,Bohemian Rhapsody - Remastered 2011,A Night At The Opera (Deluxe Remastered Version),Queen,1975-11-21,354320,74,0.392,0.288,0.402,0.0,0.243,-9.961,0.0536,143.883,4
1113,Dancing Queen,Arrival,ABBA,1976,230400,80,0.543,0.358,0.87,0.000939,0.792,-6.514,0.0428,100.804,4
1114,Querencia,Querencia,Cameron Sinosa,2020-11-05,194648,66,0.17,0.991,0.00316,0.931,0.111,-38.615,0.0422,70.964,3
1115,love race (feat. Kellin Quinn),love race (feat. Kellin Quinn),Machine Gun Kelly,2021-04-29,188779,76,0.517,0.00581,0.848,0.0,0.214,-4.054,0.0521,95.906,4
1116,Queen of Mean,Descendants 3 (Original TV Movie Soundtrack),Various Artists,2019-08-02,189397,65,0.543,0.248,0.787,0.0,0.0778,-6.52,0.241,173.702,4
1117,Que Malo,YHLQMDLG,Bad Bunny,2020-02-29,167975,69,0.802,0.0832,0.787,0.0,0.153,-6.181,0.0599,94.026,4
1118,Trap Queen,Fetty Wap (Deluxe),Fetty Wap,2015-09-25,222093,73,0.746,0.0244,0.873,0.0,0.354,-3.803,0.128,148.075,4
1119,Que Calor,Supermerk2 & Meta Guacha: 2x1,Meta Guacha,2009-01-01,244653,54,0.83,0.176,0.873,1.71e-06,0.155,-3.811,0.059,87.414,4
1120,Quiero Quedarme Aqui,DiverPop para niños,Various Artists,2021-08-06,162440,0,0.508,0.473,0.638,8.25e-06,0.0913,-6.131,0.0398,202.174,4
1121,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),Queen,1980-06-27,214653,74,0.933,0.112,0.528,0.329,0.163,-6.472,0.162,109.975,4
1122,Quittin’ Time,Dangerous: The Double Album,Morgan Wallen,2021-01-08,224546,60,0.418,0.461,0.628,1.99e-06,0.186,-8.493,0.0354,83.926,4
1123,Don't Stop Me Now - Remastered 2011,Jazz (Deluxe Remastered Version),Queen,1978-11-10,209413,74,0.563,0.0472,0.865,0.000191,0.77,-5.277,0.16,156.271,4
1124,Quarter Past Midnight,Alternative Festival,Various Artists,2021-08-11,201799,0,0.503,0.274,0.821,0.0,0.0418,-3.356,0.06,155.145,4
1125,Prom Queen,Prom Queen,Beach Bunny,2018-08-10,136562,75,0.528,0.000391,0.797,0.011,0.14,-7.487,0.0485,143.785,4
1126,Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,2019-10-18,210520,72,0.658,0.0478,0.901,0.0,0.12,-2.814,0.0357,93.979,4
1127,Intentions,pov: he brings you breakfast in bed,Various Artists,2021-08-04,212868,3,0.813,0.315,0.554,0.0,0.105,-6.631,0.0544,148.011,4
1128,Que Raro,Verano Vuelve Pronto,Various Artists,2021-07-30,230826,1,0.755,0.328,0.844,8.8e-06,0.555,-6.234,0.326,171.867,4
1129,Quiéreme Mientras Se Pueda,Quiéreme Mientras Se Pueda,Manuel Turizo,2020-05-01,191945,74,0.793,0.447,0.782,0.0,0.124,-3.945,0.0582,143.86,4
1130,Congratulations,Stoney (Deluxe),Post Malone,2016-12-09,220293,82,0.63,0.215,0.804,0.0,0.253,-4.183,0.0363,123.146,4
1131,Intentions (feat. Quavo),Changes,Justin Bieber,2020-02-14,212866,77,0.806,0.3,0.546,0.0,0.102,-6.637,0.0575,147.986,4
1132,Quand je te vois,Quand je te vois,Delit Quirion,2021-04-09,198250,65,0.135,0.992,0.00723,0.9,0.0789,-34.017,0.0416,75.275,3
1133,Under Pressure - Remastered 2011,Hot Space (Deluxe Remastered Version),Queen,1982-05-03,248440,72,0.671,0.422,0.711,0.0,0.104,-7.813,0.0478,113.809,4
1134,Que Sea,Que Sea,Joan Sebastian,2020-02-28,170506,69,0.781,0.701,0.693,4.45e-06,0.156,-3.558,0.0308,97.074,4
1135,Cognac Queen,Tina Snow,Megan Thee Stallion,2018-12-21,222752,70,0.79,0.0593,0.709,0.0,0.0794,-5.806,0.224,131.079,4
1136,Que Te Vaya Bien,Que Te Vaya Bien,Grupo Jalado,2017-09-07,217586,65,0.822,0.495,0.705,1.2e-05,0.115,-3.147,0.0373,94.011,4
1137,21 Questions,Get Rich Or Die Tryin',50 Cent,2003-02-06,224426,70,0.576,0.353,0.807,0.000363,0.0512,-3.908,0.317,90.012,4
1138,Queens Don't,Queens Don't,RaeLynn,2018-03-16,185586,60,0.658,0.0703,0.695,0.0,0.13,-5.499,0.0279,133.949,4
1139,HACIENDO QUE ME AMAS,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,217768,78,0.584,0.869,0.411,4.47e-05,0.0955,-7.147,0.0838,169.934,4
1140,Que Locura Enamorarme De Ti,Atrevido Y Diferente,Eddie Santiago,1986,308040,67,0.746,0.538,0.786,8e-06,0.0656,-7.273,0.0428,93.767,4
1141,Lo Que Siento,Lo Que Siento,Cuco,2017-05-25,312000,73,0.326,0.503,0.685,0.0,0.427,-5.576,0.179,86.882,5
1142,Querida,Pop Latino Pacífico Vol. 3,Various Artists,2021-07-30,295280,0,0.427,0.324,0.586,0.0,0.0818,-5.325,0.0286,178.058,4
1143,Killer Queen - Remastered 2011,Sheer Heart Attack (Deluxe Remastered Version),Queen,1974-11-08,179600,68,0.535,0.379,0.65,0.0,0.14,-6.328,0.0554,117.188,4
1144,Que Mas Puedo Pedir (Bonus Track),Inédito,Carin Leon,2021-05-07,197107,69,0.491,0.378,0.439,1.21e-06,0.105,-5.846,0.0392,126.996,3
1145,Mi Gente,Flow Delivery,Various Artists,2021-07-23,209733,0,0.76,0.0223,0.716,0.0,0.231,-6.36,0.0817,105.007,4
1146,Qué Me Vas A Dar Si Vuelvo,Qué Me Vas A Dar Si Vuelvo,Grupo Firme,2019-09-06,219407,63,0.407,0.262,0.365,0.0,0.162,-5.358,0.0682,209.519,3
1147,Quit (feat. Ariana Grande),9,Cashmere Cat,2017-04-28,258188,65,0.44,0.105,0.413,3.4e-05,0.0997,-7.365,0.0407,86.911,3
1148,Quiero Llorar y No Puedo,Dinero Fácil,Jovanny Cadena Y Su Estilo Privado,2019-03-29,224442,64,0.554,0.734,0.567,0.0,0.114,-4.642,0.0325,206.962,3
1149,ANTES QUE SE ACABE,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,221186,75,0.693,0.505,0.549,4.73e-05,0.324,-6.098,0.0577,139.988,4
1150,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,82,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,4
1151,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-31,137875,97,0.61,0.297,0.508,0.0,0.384,-6.682,0.152,178.818,4
1152,X (feat. Future),Savage Mode,21 Savage,2016-07-15,258880,70,0.835,0.373,0.413,0.00133,0.101,-9.81,0.396,149.004,4
1153,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,212000,94,0.736,0.0203,0.704,0.0,0.0501,-7.409,0.0615,149.995,4
1154,X Gon' Give It To Ya,The Definition of X: Pick Of The Litter,DMX,2007-06-12,217586,73,0.761,0.0135,0.899,0.0,0.0719,-3.09,0.183,95.027,4
1155,X,Intimo,Nicky Jam,2019-11-01,172854,75,0.594,0.0338,0.749,0.00106,0.3,-5.298,0.056,179.968,4
1156,xanny,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,243725,73,0.521,0.751,0.125,0.00207,0.265,-17.832,0.239,111.554,4
1157,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,84,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4
1158,SAD!,?,XXXTENTACION,2018-03-16,166605,83,0.74,0.258,0.613,0.00372,0.123,-4.88,0.145,75.023,4
1159,XO,i think you think too much of me,EDEN,2016-08-19,159512,70,0.611,0.625,0.39,0.0,0.118,-5.861,0.116,163.897,4
1160,XO Tour Llif3,Dance Monkey - 10's All Out,Various Artists,2021-08-06,182706,0,0.732,0.00276,0.746,0.0,0.109,-6.367,0.226,155.096,4
